STATE,COUNTY,STATE_NAME,COUNTY_NAME,POP_COU,HOU_COU,ALAND_COU,ALAND_Mi²_COU,POPDEN_COU,HOUDEN_COU,TOTALBLOCKS,POP_URB,POPPCT_URB,HOU_URB,HOUPCT_URB,ALAND_URB,ALAND_Mi²_URB,ALAND_PCT_URB,POPDEN_URB,HOUDEN_URB,URBANBLOCKS,POP_RUR,POPPCT_RUR,HOU_RUR,HOUPCT_RUR,ALAND_RUR,ALAND_Mi²_RUR,ALAND_PCT_RUR,POPDEN_RUR,HOUDEN_RUR,RURALBLOCKS,,
29,053,Missouri,Cooper,"17,103","7,281","1,462,695,259",564.75,30.28,12.89,"1,302","8,034",46.97%,"3,364",46.20%,"15,083,778",5.82,1.03%,"1,379.50",577.63,209,"9,069",53.03%,"3,917",53.80%,"1,447,611,481",558.92,98.97%,16.23,7.01,"1,093",,
29,055,Missouri,Crawford,"23,056","11,378","1,923,005,890",742.47,31.05,15.32,"1,385","1,567",6.80%,699,6.14%,"3,421,893",1.32,0.18%,"1,186.05",529.07,65,"21,489",93.20%,"10,679",93.86%,"1,919,583,997",741.15,99.82%,28.99,14.41,"1,320",,
29,057,Missouri,Dade,"7,569","3,775","1,269,120,978",490.01,15.45,7.70,"1,725",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,569",100.00%,"3,775",100.00%,"1,269,120,978",490.01,100.00%,15.45,7.70,"1,725",,
29,059,Missouri,Dallas,"17,071","7,588","1,401,057,564",540.95,31.56,14.03,"1,002",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"17,071",100.00%,"7,588",100.00%,"1,401,057,564",540.95,100.00%,31.56,14.03,"1,002",,
29,061,Missouri,Daviess,"8,430","4,123","1,458,893,649",563.28,14.97,7.32,"1,941",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,430",100.00%,"4,123",100.00%,"1,458,893,649",563.28,100.00%,14.97,7.32,"1,941",,
29,063,Missouri,DeKalb,"11,029","4,264","1,091,312,448",421.36,26.18,10.12,"2,078","3,318",30.08%,792,18.57%,"4,605,633",1.78,0.42%,"1,865.90",445.39,45,"7,711",69.92%,"3,472",81.43%,"1,086,706,815",419.58,99.58%,18.38,8.27,"2,033",,
29,065,Missouri,Dent,"14,421","6,819","1,949,641,173",752.76,19.16,9.06,"1,068","4,684",32.48%,"2,359",34.59%,"8,167,350",3.15,0.42%,"1,485.37",748.08,282,"9,737",67.52%,"4,460",65.41%,"1,941,473,823",749.60,99.58%,12.99,5.95,786,,
29,067,Missouri,Douglas,"11,578","5,346","2,107,274,104",813.62,14.23,6.57,"1,433",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"11,578",100.00%,"5,346",100.00%,"2,107,274,104",813.62,100.00%,14.23,6.57,"1,433",,
29,069,Missouri,Dunklin,"28,283","13,409","1,403,538,813",541.91,52.19,24.74,"2,591","10,560",37.34%,"4,832",36.04%,"16,630,965",6.42,1.18%,"1,644.55",752.51,426,"17,723",62.66%,"8,577",63.96%,"1,386,907,848",535.49,98.82%,33.10,16.02,"2,165",,
29,071,Missouri,Franklin,"104,682","45,275","2,389,650,757",922.64,113.46,49.07,"3,521","47,118",45.01%,"20,798",45.94%,"78,466,006",30.30,3.28%,"1,555.27",686.50,"1,272","57,564",54.99%,"24,477",54.06%,"2,311,184,751",892.35,96.72%,64.51,27.43,"2,249",,
29,073,Missouri,Gasconade,"14,794","7,577","1,344,216,322",519.00,28.50,14.60,"1,167",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"14,794",100.00%,"7,577",100.00%,"1,344,216,322",519.00,100.00%,28.50,14.60,"1,167",,
29,075,Missouri,Gentry,"6,162","2,921","1,272,776,755",491.42,12.54,5.94,"1,016",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"6,162",100.00%,"2,921",100.00%,"1,272,776,755",491.42,100.00%,12.54,5.94,"1,016",,
29,077,Missouri,Greene,"298,915","136,450","1,749,093,980",675.33,442.62,202.05,"7,450","256,644",85.86%,"119,348",87.47%,"323,487,776",124.90,18.49%,"2,054.82",955.56,"5,242","42,271",14.14%,"17,102",12.53%,"1,425,606,204",550.43,81.51%,76.80,31.07,"2,208",,
29,079,Missouri,Grundy,"9,808","4,844","1,127,403,258",435.29,22.53,11.13,"1,230","5,426",55.32%,"2,859",59.02%,"11,176,057",4.32,0.99%,"1,257.45",662.56,406,"4,382",44.68%,"1,985",40.98%,"1,116,227,201",430.98,99.01%,10.17,4.61,824,,
29,081,Missouri,Harrison,"8,157","4,019","1,871,309,888",722.51,11.29,5.56,"1,863",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,157",100.00%,"4,019",100.00%,"1,871,309,888",722.51,100.00%,11.29,5.56,"1,863",,
29,083,Missouri,Henry,"21,946","10,693","1,805,054,746",696.93,31.49,15.34,"1,860","8,866",40.40%,"4,370",40.87%,"15,674,034",6.05,0.87%,"1,465.03",722.11,274,"13,080",59.60%,"6,323",59.13%,"1,789,380,712",690.88,99.13%,18.93,9.15,"1,586",,
29,085,Missouri,Hickory,"8,279","5,464","1,032,908,447",398.81,20.76,13.70,912,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,279",100.00%,"5,464",100.00%,"1,032,908,447",398.81,100.00%,20.76,13.70,912,,
29,087,Missouri,Holt,"4,223","2,418","1,198,369,593",462.69,9.13,5.23,"1,026",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"4,223",100.00%,"2,418",100.00%,"1,198,369,593",462.69,100.00%,9.13,5.23,"1,026",,
29,089,Missouri,Howard,"10,151","4,368","1,201,239,501",463.80,21.89,9.42,"1,380",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,151",100.00%,"4,368",100.00%,"1,201,239,501",463.80,100.00%,21.89,9.42,"1,380",,
29,091,Missouri,Howell,"39,750","18,048","2,401,376,397",927.17,42.87,19.47,"2,508","11,852",29.82%,"5,579",30.91%,"26,557,142",10.25,1.11%,"1,155.87",544.10,546,"27,898",70.18%,"12,469",69.09%,"2,374,819,255",916.92,98.89%,30.43,13.60,"1,962",,
29,093,Missouri,Iron,"9,537","4,688","1,425,174,278",550.26,17.33,8.52,808,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"9,537",100.00%,"4,688",100.00%,"1,425,174,278",550.26,100.00%,17.33,8.52,808,,
29,095,Missouri,Jackson,"717,204","329,579","1,565,698,756",604.52,"1,186.41",545.19,"14,842","686,587",95.73%,"318,015",96.49%,"690,728,086",266.69,44.12%,"2,574.47","1,192.45","13,165","30,617",4.27%,"11,564",3.51%,"874,970,670",337.83,55.88%,90.63,34.23,"1,677",,
29,097,Missouri,Jasper,"122,761","52,739","1,653,723,325",638.50,192.26,82.60,"4,858","93,953",76.53%,"41,187",78.10%,"152,966,282",59.06,9.25%,"1,590.80",697.37,"2,948","28,808",23.47%,"11,552",21.90%,"1,500,757,043",579.44,90.75%,49.72,19.94,"1,910",,
29,099,Missouri,Jefferson,"226,739","92,385","1,700,185,594",656.44,345.41,140.74,"4,585","147,898",65.23%,"60,474",65.46%,"243,133,633",93.87,14.30%,"1,575.50",644.20,"2,461","78,841",34.77%,"31,911",34.54%,"1,457,051,961",562.57,85.70%,140.14,56.72,"2,124",,
29,101,Missouri,Johnson,"54,013","22,601","2,147,776,085",829.26,65.13,27.25,"2,393","25,511",47.23%,"10,821",47.88%,"40,866,283",15.78,1.90%,"1,616.82",685.81,558,"28,502",52.77%,"11,780",52.12%,"2,106,909,802",813.48,98.10%,35.04,14.48,"1,835",,
29,103,Missouri,Knox,"3,744","1,934","1,305,376,625",504.01,7.43,3.84,"1,153",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"3,744",100.00%,"1,934",100.00%,"1,305,376,625",504.01,100.00%,7.43,3.84,"1,153",,
29,105,Missouri,Laclede,"36,039","15,908","1,980,383,070",764.63,47.13,20.80,"2,070","14,710",40.82%,"6,729",42.30%,"32,119,051",12.40,1.62%,"1,186.18",542.61,411,"21,329",59.18%,"9,179",57.70%,"1,948,264,019",752.22,98.38%,28.35,12.20,"1,659",,
29,107,Missouri,Lafayette,"32,984","14,065","1,627,237,794",628.28,52.50,22.39,"2,402","10,121",30.68%,"4,394",31.24%,"12,837,735",4.96,0.79%,"2,041.90",886.49,358,"22,863",69.32%,"9,671",68.76%,"1,614,400,059",623.32,99.21%,36.68,15.52,"2,044",,
29,109,Missouri,Lawrence,"38,001","16,219","1,584,393,361",611.73,62.12,26.51,"3,314","10,819",28.47%,"4,813",29.68%,"17,753,232",6.85,1.12%,"1,578.37",702.16,478,"27,182",71.53%,"11,406",70.32%,"1,566,640,129",604.88,98.88%,44.94,18.86,"2,836",,
29,111,Missouri,Lewis,"10,032","4,312","1,307,988,620",505.01,19.86,8.54,989,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,032",100.00%,"4,312",100.00%,"1,307,988,620",505.01,100.00%,19.86,8.54,989,,
29,113,Missouri,Lincoln,"59,574","23,366","1,622,812,388",626.57,95.08,37.29,"2,071","16,669",27.98%,"6,408",27.42%,"23,310,552",9.00,1.44%,"1,852.07",711.98,312,"42,905",72.02%,"16,958",72.58%,"1,599,501,836",617.57,98.56%,69.47,27.46,"1,759",,
29,115,Missouri,Linn,"11,874","5,999","1,594,366,554",615.58,19.29,9.75,"2,563","3,869",32.58%,"2,034",33.91%,"8,320,578",3.21,0.52%,"1,204.33",633.14,243,"8,005",67.42%,"3,965",66.09%,"1,586,045,976",612.37,99.48%,13.07,6.47,"2,320",,
29,117,Missouri,Livingston,"14,557","6,350","1,378,657,549",532.30,27.35,11.93,"1,701","9,122",62.66%,"3,910",61.57%,"15,490,725",5.98,1.12%,"1,525.17",653.74,381,"5,435",37.34%,"2,440",38.43%,"1,363,166,824",526.32,98.88%,10.33,4.64,"1,320",,
29,119,Missouri,McDonald,"23,303","9,760","1,397,155,452",539.44,43.20,18.09,"1,334",25,0.11%,7,0.07%,"1,220,836",0.47,0.09%,53.04,14.85,6,"23,278",99.89%,"9,753",99.93%,"1,395,934,616",538.97,99.91%,43.19,18.10,"1,328",,
29,121,Missouri,Macon,"15,209","7,398","2,075,118,027",801.20,18.98,9.23,"2,826","5,359",35.24%,"2,639",35.67%,"13,151,154",5.08,0.63%,"1,055.41",519.73,253,"9,850",64.76%,"4,759",64.33%,"2,061,966,873",796.13,99.37%,12.37,5.98,"2,573",,
29,123,Missouri,Madison,"12,626","5,832","1,280,454,067",494.38,25.54,11.80,846,"4,986",39.49%,"2,187",37.50%,"8,465,897",3.27,0.66%,"1,525.39",669.08,168,"7,640",60.51%,"3,645",62.50%,"1,271,988,170",491.11,99.34%,15.56,7.42,678,,
29,125,Missouri,Maries,"8,432","4,263","1,364,873,607",526.98,16.00,8.09,687,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,432",100.00%,"4,263",100.00%,"1,364,873,607",526.98,100.00%,16.00,8.09,687,,
29,127,Missouri,Marion,"28,525","12,847","1,131,623,305",436.92,65.29,29.40,"1,562","17,414",61.05%,"7,964",61.99%,"25,455,768",9.83,2.25%,"1,771.79",810.30,554,"11,111",38.95%,"4,883",38.01%,"1,106,167,537",427.09,97.75%,26.02,11.43,"1,008",,
29,129,Missouri,Mercer,"3,538","1,911","1,175,427,717",453.83,7.80,4.21,666,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"3,538",100.00%,"1,911",100.00%,"1,175,427,717",453.83,100.00%,7.80,4.21,666,,
29,131,Missouri,Miller,"24,722","12,476","1,534,753,300",592.57,41.72,21.05,"1,638","5,819",23.54%,"2,965",23.77%,"14,819,299",5.72,0.97%,"1,017.00",518.20,297,"18,903",76.46%,"9,511",76.23%,"1,519,934,001",586.85,99.03%,32.21,16.21,"1,341",,
29,133,Missouri,Mississippi,"12,577","5,283","1,066,029,407",411.59,30.56,12.84,"1,170",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"12,577",100.00%,"5,283",100.00%,"1,066,029,407",411.59,100.00%,30.56,12.84,"1,170",,
29,135,Missouri,Moniteau,"15,473","6,180","1,074,923,593",415.03,37.28,14.89,"1,664",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"15,473",100.00%,"6,180",100.00%,"1,074,923,593",415.03,100.00%,37.28,14.89,"1,664",,
29,137,Missouri,Monroe,"8,666","4,466","1,677,352,687",647.63,13.38,6.90,"1,683",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,666",100.00%,"4,466",100.00%,"1,677,352,687",647.63,100.00%,13.38,6.90,"1,683",,
29,139,Missouri,Montgomery,"11,322","5,758","1,385,765,319",535.04,21.16,10.76,"1,787",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"11,322",100.00%,"5,758",100.00%,"1,385,765,319",535.04,100.00%,21.16,10.76,"1,787",,
29,141,Missouri,Morgan,"21,006","15,110","1,547,866,669",597.63,35.15,25.28,"1,430",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"21,006",100.00%,"15,110",100.00%,"1,547,866,669",597.63,100.00%,35.15,25.28,"1,430",,
29,143,Missouri,New Madrid,"16,434","7,870","1,747,940,899",674.88,24.35,11.66,"1,792","2,066",12.57%,914,11.61%,"4,503,765",1.74,0.26%,"1,188.10",525.62,53,"14,368",87.43%,"6,956",88.39%,"1,743,437,134",673.14,99.74%,21.34,10.33,"1,739",,
29,145,Missouri,Newton,"58,648","24,570","1,618,106,506",624.75,93.87,39.33,"2,891","21,566",36.77%,"9,182",37.37%,"51,316,942",19.81,3.17%,"1,088.45",463.42,749,"37,082",63.23%,"15,388",62.63%,"1,566,789,564",604.94,96.83%,61.30,25.44,"2,142",,
29,147,Missouri,Nodaway,"21,241","9,449","2,271,326,613",876.96,24.22,10.77,"2,209","11,212",52.78%,"5,175",54.77%,"14,538,667",5.61,0.64%,"1,997.37",921.90,406,"10,029",47.22%,"4,274",45.23%,"2,256,787,946",871.35,99.36%,11.51,4.91,"1,803",,
29,149,Missouri,Oregon,"8,635","4,316","2,045,687,598",789.84,10.93,5.46,894,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,635",100.00%,"4,316",100.00%,"2,045,687,598",789.84,100.00%,10.93,5.46,894,,
29,151,Missouri,Osage,"13,274","6,492","1,571,034,361",606.58,21.88,10.70,968,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"13,274",100.00%,"6,492",100.00%,"1,571,034,361",606.58,100.00%,21.88,10.70,968,,
29,153,Missouri,Ozark,"8,553","5,025","1,929,554,312",745.00,11.48,6.74,"1,287",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"8,553",100.00%,"5,025",100.00%,"1,929,554,312",745.00,100.00%,11.48,6.74,"1,287",,
29,155,Missouri,Pemiscot,"15,661","7,484","1,275,841,039",492.60,31.79,15.19,"1,530","5,319",33.96%,"2,582",34.50%,"8,416,322",3.25,0.66%,"1,636.85",794.57,218,"10,342",66.04%,"4,902",65.50%,"1,267,424,717",489.35,99.34%,21.13,10.02,"1,312",,
29,157,Missouri,Perry,"18,956","8,464","1,228,574,128",474.35,39.96,17.84,"1,018","8,062",42.53%,"3,531",41.72%,"14,805,396",5.72,1.21%,"1,410.34",617.70,227,"10,894",57.47%,"4,933",58.28%,"1,213,768,732",468.64,98.79%,23.25,10.53,791,,
29,159,Missouri,Pettis,"42,980","18,563","1,766,966,004",682.23,63.00,27.21,"2,904","26,043",60.59%,"12,068",65.01%,"44,138,673",17.04,2.50%,"1,528.17",708.14,"1,370","16,937",39.41%,"6,495",34.99%,"1,722,827,331",665.18,97.50%,25.46,9.76,"1,534",,
29,161,Missouri,Phelps,"44,638","20,174","1,739,919,007",671.78,66.45,30.03,"2,054","20,610",46.17%,"9,555",47.36%,"29,966,746",11.57,1.72%,"1,781.31",825.83,552,"24,028",53.83%,"10,619",52.64%,"1,709,952,261",660.21,98.28%,36.39,16.08,"1,502",,
29,163,Missouri,Pike,"17,587","7,603","1,736,428,525",670.44,26.23,11.34,"1,619",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"17,587",100.00%,"7,603",100.00%,"1,736,428,525",670.44,100.00%,26.23,11.34,"1,619",,
29,165,Missouri,Platte,"106,718","45,307","1,087,283,057",419.80,254.21,107.93,"2,475","92,160",86.36%,"39,422",87.01%,"167,014,424",64.48,15.36%,"1,429.19",611.34,"1,458","14,558",13.64%,"5,885",12.99%,"920,268,633",355.32,84.64%,40.97,16.56,"1,017",,
29,167,Missouri,Polk,"31,519","13,387","1,646,006,168",635.52,49.60,21.06,"2,007","10,324",32.75%,"4,442",33.18%,"15,321,678",5.92,0.93%,"1,745.19",750.88,302,"21,195",67.25%,"8,945",66.82%,"1,630,684,490",629.61,99.07%,33.66,14.21,"1,705",,
29,169,Missouri,Pulaski,"53,955","19,315","1,417,014,581",547.11,98.62,35.30,"1,899","31,672",58.70%,"9,536",49.37%,"67,797,845",26.18,4.78%,"1,209.93",364.29,548,"22,283",41.30%,"9,779",50.63%,"1,349,216,736",520.93,95.22%,42.78,18.77,"1,351",,
29,171,Missouri,Putnam,"4,681","2,835","1,339,844,722",517.31,9.05,5.48,841,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"4,681",100.00%,"2,835",100.00%,"1,339,844,722",517.31,100.00%,9.05,5.48,841,,
29,173,Missouri,Ralls,"10,355","5,028","1,216,743,023",469.78,22.04,10.70,"1,044",258,2.49%,133,2.65%,"1,999,146",0.77,0.16%,334.25,172.31,23,"10,097",97.51%,"4,895",97.35%,"1,214,743,877",469.01,99.84%,21.53,10.44,"1,021",,
29,175,Missouri,Randolph,"24,716","10,773","1,250,217,879",482.71,51.20,22.32,"1,692","12,163",49.21%,"5,797",53.81%,"29,596,426",11.43,2.37%,"1,064.39",507.30,558,"12,553",50.79%,"4,976",46.19%,"1,220,621,453",471.28,97.63%,26.64,10.56,"1,134",,
29,177,Missouri,Ray,"23,158","9,842","1,473,619,864",568.96,40.70,17.30,"1,569","6,005",25.93%,"2,800",28.45%,"11,757,527",4.54,0.80%,"1,322.81",616.80,203,"17,153",74.07%,"7,042",71.55%,"1,461,862,337",564.43,99.20%,30.39,12.48,"1,366",,
29,179,Missouri,Reynolds,"6,096","3,461","2,093,946,390",808.47,7.54,4.28,988,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"6,096",100.00%,"3,461",100.00%,"2,093,946,390",808.47,100.00%,7.54,4.28,988,,
29,181,Missouri,Ripley,"10,679","5,145","1,630,438,188",629.51,16.96,8.17,697,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,679",100.00%,"5,145",100.00%,"1,630,438,188",629.51,100.00%,16.96,8.17,697,,
29,183,Missouri,St. Charles,"405,262","161,144","1,451,692,101",560.50,723.04,287.50,"6,540","382,330",94.34%,"152,081",94.38%,"384,372,064",148.41,26.48%,"2,576.24","1,024.76","5,602","22,932",5.66%,"9,063",5.62%,"1,067,320,037",412.09,73.52%,55.65,21.99,938,,
29,185,Missouri,St. Clair,"9,284","5,288","1,748,193,269",674.98,13.75,7.83,"1,839",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"9,284",100.00%,"5,288",100.00%,"1,748,193,269",674.98,100.00%,13.75,7.83,"1,839",,
29,186,Missouri,Ste. Genevieve,"18,479","8,301","1,292,800,352",499.15,37.02,16.63,888,"4,988",26.99%,"2,097",25.26%,"8,125,643",3.14,0.63%,"1,589.90",668.41,131,"13,491",73.01%,"6,204",74.74%,"1,284,674,709",496.01,99.37%,27.20,12.51,757,,
29,187,Missouri,St. Francois,"66,922","28,636","1,170,380,017",451.88,148.10,63.37,"2,730","39,500",59.02%,"15,549",54.30%,"52,459,638",20.25,4.48%,"1,950.17",767.67,"1,252","27,422",40.98%,"13,087",45.70%,"1,117,920,379",431.63,95.52%,63.53,30.32,"1,478",,
29,189,Missouri,St. Louis,"1,004,125","444,653","1,315,391,134",507.87,"1,977.12",875.52,"15,359","990,523",98.65%,"439,381",98.81%,"977,166,004",377.28,74.29%,"2,625.41","1,164.59","14,721","13,602",1.35%,"5,272",1.19%,"338,225,130",130.59,25.71%,104.16,40.37,638,,
29,195,Missouri,Saline,"23,333","9,836","1,956,761,965",755.51,30.88,13.02,"2,121","13,471",57.73%,"5,261",53.49%,"17,649,776",6.81,0.90%,"1,976.79",772.02,427,"9,862",42.27%,"4,575",46.51%,"1,939,112,189",748.69,99.10%,13.17,6.11,"1,694",,
29,197,Missouri,Schuyler,"4,032","1,887","795,916,404",307.30,13.12,6.14,786,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"4,032",100.00%,"1,887",100.00%,"795,916,404",307.30,100.00%,13.12,6.14,786,,
29,199,Missouri,Scotland,"4,716","2,210","1,130,548,365",436.50,10.80,5.06,"1,098",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"4,716",100.00%,"2,210",100.00%,"1,130,548,365",436.50,100.00%,10.80,5.06,"1,098",,
29,201,Missouri,Scott,"38,059","16,746","1,087,808,789",420.00,90.62,39.87,"2,159","20,553",54.00%,"9,274",55.38%,"41,534,027",16.04,3.82%,"1,281.66",578.31,820,"17,506",46.00%,"7,472",44.62%,"1,046,274,762",403.97,96.18%,43.34,18.50,"1,339",,
29,203,Missouri,Shannon,"7,031","3,513","2,599,881,424","1,003.81",7.00,3.50,934,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,031",100.00%,"3,513",100.00%,"2,599,881,424","1,003.81",100.00%,7.00,3.50,934,,
29,205,Missouri,Shelby,"6,103","2,950","1,297,230,222",500.86,12.19,5.89,921,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"6,103",100.00%,"2,950",100.00%,"1,297,230,222",500.86,100.00%,12.19,5.89,921,,
29,207,Missouri,Stoddard,"28,672","13,402","2,131,929,144",823.14,34.83,16.28,"2,675","9,635",33.60%,"4,675",34.88%,"20,056,904",7.74,0.94%,"1,244.19",603.70,544,"19,037",66.40%,"8,727",65.12%,"2,111,872,240",815.39,99.06%,23.35,10.70,"2,131",,
29,209,Missouri,Stone,"31,076","19,935","1,201,303,092",463.82,67.00,42.98,"2,452","5,305",17.07%,"4,303",21.59%,"30,474,437",11.77,2.54%,450.87,365.71,236,"25,771",82.93%,"15,632",78.41%,"1,170,828,655",452.06,97.46%,57.01,34.58,"2,216",,
29,211,Missouri,Sullivan,"5,999","3,024","1,678,265,913",647.98,9.26,4.67,"1,491",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"5,999",100.00%,"3,024",100.00%,"1,678,265,913",647.98,100.00%,9.26,4.67,"1,491",,
29,213,Missouri,Taney,"56,066","29,391","1,637,731,194",632.33,88.67,46.48,"2,531","35,225",62.83%,"18,948",64.47%,"101,060,470",39.02,6.17%,902.75,485.60,"1,231","20,841",37.17%,"10,443",35.53%,"1,536,670,724",593.31,93.83%,35.13,17.60,"1,300",,
29,215,Missouri,Texas,"24,487","11,004","3,049,106,824","1,177.26",20.80,9.35,"1,717",151,0.62%,79,0.72%,"260,463",0.10,0.01%,"1,501.52",785.56,7,"24,336",99.38%,"10,925",99.28%,"3,048,846,361","1,177.16",99.99%,20.67,9.28,"1,710",,
29,217,Missouri,Vernon,"19,707","8,921","2,140,343,861",826.39,23.85,10.80,"2,154","8,529",43.28%,"4,054",45.44%,"15,836,504",6.11,0.74%,"1,394.89",663.02,407,"11,178",56.72%,"4,867",54.56%,"2,124,507,357",820.27,99.26%,13.63,5.93,"1,747",,
29,219,Missouri,Warren,"35,532","15,355","1,110,098,263",428.61,82.90,35.83,"1,611","9,398",26.45%,"4,018",26.17%,"15,625,477",6.03,1.41%,"1,557.77",666.00,220,"26,134",73.55%,"11,337",73.83%,"1,094,472,786",422.58,98.59%,61.84,26.83,"1,391",,
29,221,Missouri,Washington,"23,514","10,719","1,968,043,965",759.86,30.95,14.11,"1,441",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"23,514",100.00%,"10,719",100.00%,"1,968,043,965",759.86,100.00%,30.95,14.11,"1,441",,
29,223,Missouri,Wayne,"10,974","6,109","1,966,281,377",759.18,14.46,8.05,"1,102",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,974",100.00%,"6,109",100.00%,"1,966,281,377",759.18,100.00%,14.46,8.05,"1,102",,
29,225,Missouri,Webster,"39,085","15,220","1,534,731,572",592.56,65.96,25.69,"1,782","7,537",19.28%,"3,204",21.05%,"13,821,165",5.34,0.90%,"1,412.39",600.41,232,"31,548",80.72%,"12,016",78.95%,"1,520,910,407",587.22,99.10%,53.72,20.46,"1,550",,
29,227,Missouri,Worth,"1,973","1,114","690,564,983",266.63,7.40,4.18,388,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"1,973",100.00%,"1,114",100.00%,"690,564,983",266.63,100.00%,7.40,4.18,388,,
29,229,Missouri,Wright,"18,188","8,347","1,765,788,195",681.77,26.68,12.24,"1,392","4,068",22.37%,"2,128",25.49%,"8,046,706",3.11,0.46%,"1,309.37",684.94,180,"14,120",77.63%,"6,219",74.51%,"1,757,741,489",678.66,99.54%,20.81,9.16,"1,212",,
29,510,Missouri,St. Louis,"301,578","173,479","159,895,650",61.74,"4,884.98","2,810.03","8,057","301,578",100.00%,"173,479",100.00%,"159,895,650",61.74,100.00%,"4,884.98","2,810.03","8,045",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,12,,
30,001,Montana,Beaverhead,"9,371","4,918","14,355,492,120","5,542.66",1.69,0.89,"2,292","4,429",47.26%,"2,221",45.16%,"7,115,148",2.75,0.05%,"1,612.21",808.47,345,"4,942",52.74%,"2,697",54.84%,"14,348,376,972","5,539.91",99.95%,0.89,0.49,"1,947",,
30,003,Montana,Big Horn,"13,124","4,522","12,944,280,256","4,997.79",2.63,0.90,"2,168",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"13,124",100.00%,"4,522",100.00%,"12,944,280,256","4,997.79",100.00%,2.63,0.90,"2,168",,
30,005,Montana,Blaine,"7,044","2,824","10,949,218,328","4,227.49",1.67,0.67,"1,451",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"7,044",100.00%,"2,824",100.00%,"10,949,218,328","4,227.49",100.00%,1.67,0.67,"1,451",,
30,007,Montana,Broadwater,"6,774","3,172","3,088,195,855","1,192.35",5.68,2.66,"1,024",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"6,774",100.00%,"3,172",100.00%,"3,088,195,855","1,192.35",100.00%,5.68,2.66,"1,024",,
30,009,Montana,Carbon,"10,473","6,359","5,303,728,455","2,047.77",5.11,3.11,"1,558",0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"10,473",100.00%,"6,359",100.00%,"5,303,728,455","2,047.77",100.00%,5.11,3.11,"1,558",,
30,011,Montana,Carter,"1,415",817,"8,651,796,246","3,340.46",0.42,0.24,747,0,0.00%,0,0.00%,0,0.00,0.00%,0.00,0.00,0,"1,415",100.00%,817,100.00%,"8,651,796,246","3,340.46",100.00%,0.42,0.24,747,,
30,013,Montana,Cascade,"84,414","38,937","6,988,324,592","2,698.19",31.29,14.43,"3,627","67,097",79.49%,"30,776",79.04%,"78,488,614",30.30,1.12%,"2,214.10","1,015.56","1,961","17,317",20.51%,"8,161",20.96%,"6,909,835,978","2,667.89",98.88%,6.49,3.06,"1,666",,
